tag,qid_highest,highest_question_viewcount,qid_lowest,lowest_question_viewcount
static-content,652140,175,652140,175
static-electricity,600300,195,600300,195
static-html,589462,113,589462,113
static-indexers,936096,66,936096,66
static-ip-address,595134,152,595134,152
static-libraries,655163,330,937346,28
static-linking,956310,58,956310,58
static-member,676014,193,676014,193
static-members,592160,862,894036,97
static-method,797674,205,702801,114
static-methods,752758,598,840671,40
static-reflection,761842,120,761842,120
static-resource,698307,96,698307,96
static-typing,859186,679,890462,33
static-variables,601307,461,713383,111
static-verification,671727,94,671727,94
staticlinking,623089,195,891054,108
staticmethod,949259,86,949259,86
staticresource,695624,241,695624,241
statistics,801657,701,954391,19
stats,708501,371,781050,66
statsvn,882160,54,882160,54
status,767236,219,920477,36
status-register,789893,89,789893,89
statusbar,782359,247,862068,12
stax,748788,208,748788,208
std,594089,812,795443,94
stdcall,695734,216,695734,216
stdclass,950827,40,950827,40
stderr,649962,241,626932,52
stdin,640493,362,935290,38
stdio,584868,591,819268,64
stdlib,602445,281,861793,207
stdlist,890958,35,890958,35
stdmap,569073,409,773525,91
stdout,573724,845,922233,40
stdstring,801209,502,744550,139
stdvector,574060,265,914460,101
steganography,857962,74,857962,74
stemming,771918,526,595110,199
stencil-buffer,693916,137,693916,137
step,647974,192,647974,192
step-into,765481,163,801019,144
stereo-3d,665688,129,665688,129
stereoscopy,665688,129,840894,79
stereotype,829904,34,829904,34
sti,934758,68,787349,42
stl,581426,819,711316,23
stl-algorithms,742607,220,937621,86
stlmap,820526,261,793351,209
stlport,603973,324,603973,324
stlstring,667183,311,667183,311
stm32,565981,356,565981,356
stockquotes,834951,100,834951,100
stocks,728126,271,926880,33
stomp,571617,81,858317,27
stop,659188,448,730409,114
stopwatch,795377,113,664301,106
storable,569476,172,569476,172
storage,751236,1014,877553,13
storage-engines,675032,183,702083,37
store,612174,175,892015,12
stored,635848,394,871008,15
stored-functions,669524,97,913408,61
stored-procedure,582578,544,906636,37
stored-procedures,605996,1920,949950,16
storedprocedure,796934,163,935354,12
storedprocedures,803298,64,803298,64
storefront,663686,45,663686,45
stories,616911,203,922720,40
storing,825486,173,684398,153
storm,957773,49,957773,49
storyboard,696534,216,778795,47
stp,596330,350,596330,350
str,792721,200,867522,72
strace,918920,55,918920,55
strange,666983,908,839786,94
strange-errors,637246,123,693225,79
strategies,932344,61,932344,61
strategy,869324,540,934124,29
strategy-pattern,731216,210,793548,63
strawberry-perl,705851,709,667471,340
strcat,936468,170,936468,170
strcat-s,936468,170,936468,170
strcmp,610131,205,698011,118
strcpy,610238,850,951119,201
stream,685271,530,946598,7
stream-processing,628712,72,628712,72
streambuf,877652,102,877652,102
streaming,608480,695,701655,18
streaming-radio,612038,107,612038,107
streamreader,667771,1413,829568,68
streams,604431,1142,961223,15
streamwriter,639406,160,835247,82
street-view,730428,199,730428,199
stress,646533,293,753709,43
stress-management,751746,254,751746,254
stress-test,738428,76,738428,76
stress-testing,567072,226,937895,21
stretch,712689,748,780537,20
stretchdibits,856938,20,856938,20
stretching,664012,60,664012,60
strftime,937905,72,937905,72
strict,632716,212,907648,33
string,623104,1186,656169,19
string-array,642886,80,642886,80
string-bulding,573722,350,573722,350
string-comparison,658953,613,929760,62
string-concatenation,779051,398,954151,34
string-escaping,886943,32,886943,32
string-formatting,733454,517,885401,50
string-insertion,877811,102,877811,102
string-interpolation,624008,72,624008,72
string-less,585237,99,585237,99
string-literal,780656,64,780656,64
string-manipulation,875867,1706,842211,26
string-matching,887107,964,861008,23
string-pooling,713178,88,713178,88
string-position,832878,98,832878,98
string-representation,947079,156,947079,156
string-search,840974,98,840974,98
string-similarity,828132,175,945724,111
string-split,763669,210,763669,210
string-substitution,712443,124,712443,124
string-table,778313,65,778313,65
stringbuffer,574171,203,574171,203
stringbuilder,585860,431,872867,30
stringdictionary,627716,231,951225,31
stringformat,685743,194,882177,51
stringification,709710,147,709710,147
stringquoting,788022,49,788022,49
strings,611263,1036,926771,34
stringstream,654991,427,824143,63
stringtemplate,730630,159,940062,17
stringwriter,796719,188,796719,188
stringûformat,610406,707,707163,62
strip,598771,251,858882,26
strip-funny-characters,574603,260,574603,260
stripes,731553,199,855501,53
stripping,953616,85,953616,85
strncpy,700258,290,700258,290
strong-name,658446,126,881766,53
strongly-typed,626457,478,720649,29
strongly-typed-dataset,695979,251,921864,28
strongly-typed-view,891107,102,877980,35
strongname,798621,135,956680,16
strsep,908759,67,908759,67
strstr,688830,216,688830,216
strtok,673912,321,944738,98
strtotime,660501,328,853585,70
struct,612328,2126,886703,19
struct-vs-class,597259,562,597259,562
structs,650815,288,910251,17
structure,589600,462,939553,17
structured-data,938907,22,938907,22
structuremap,650059,276,878271,17
structures,629433,589,862979,108
struts,742223,538,661547,23
struts-validation,937584,89,806877,27
struts2,724325,550,954189,12
struts3,891658,32,891658,32
strutslive,792404,26,792404,26
sts,785652,123,785652,123
stsadm,748261,493,852004,27
stub,630042,81,765437,49
stubbing,917240,90,917240,90
stuck,751269,162,844759,130
student,585721,485,841371,22
student-question,765751,204,693987,54
studies,628270,243,628270,243
studio,958457,30,958457,30
study,641996,396,699082,78
stumpwm,580083,84,580083,84
stunnel,646437,40,646437,40
stupidity,807502,828,882239,51
style,565243,1492,951884,20
stylecop,580168,670,912831,28
styles,602305,502,690991,16
stylesheet,624979,350,945383,21
stylesheets,681889,96,886959,65
styleswitching,765404,46,765404,46
styling,608541,170,925683,28
stylus,743092,56,743092,56
su,710110,65,710110,65
sua,884996,8,884996,8
sub,817122,212,891519,30
sub-matches,844001,85,844001,85
subclass,625721,434,651465,48
subclasses,770642,248,697433,38
subclipse,611512,384,914895,59
subcontroller,641600,188,641600,188
subdirectories,820760,457,793068,73
subdomain,619241,924,958913,22
subdomains,586129,666,861880,49
subfolder,692604,164,908056,21
subject,650017,81,650017,81
subjective,711140,16523,910881,16
submenu,809367,240,901975,29
submission,911430,37,950949,17
submit,795132,553,850746,34
submitchanges,637117,198,870282,21
submodule,720669,399,894647,18
submodules,953658,18,953658,18
subnet,777617,309,901165,23
subprocess,696345,531,886359,33
subproject,802253,86,802253,86
subqueries,894587,47,894587,47
subquery,600943,606,803693,32
subreport,670459,378,891898,25
subroutine,607282,216,732133,152
subsampling,745610,111,745610,111
subscribe,733408,34,733408,34
subscript,597813,126,597813,126
subscript-operator,722788,167,722788,167
subscription,564390,152,644254,37
subscriptions,635521,24,635521,24
subselect,808475,89,878900,24
subsequence,852536,145,852536,145
subset,936015,197,954451,15
subsonic,696582,538,957468,15
subsonic3,759535,78,801098,50
substage,816438,47,861700,10
substitution,662734,236,882293,74
substr,874015,289,874161,96
substring,594076,544,874161,96
subtitle,674812,186,674812,186
subtract,919136,179,624916,83
subtraction,591046,157,591046,157
subtree,645019,115,645019,115
subtype,749891,110,952783,8
subversion,566595,1090,927005,14
subversive,823186,63,942785,20
subview,711832,222,651468,109
success,655720,176,892137,6
suckerfish,566267,93,566267,93
sudo,583216,755,904606,54
sudoku,723213,477,641097,97
suffix,586118,197,586118,197
sugarcrm,920724,46,920724,46
suggestion,704303,254,618037,63
suggestions,611377,663,759193,43
suhosin,568609,242,568609,242
suid,651787,62,651787,62
suite,680104,22,680104,22
sum,636573,580,959385,17
summary,633979,131,941233,35
sun,683633,530,953995,7
sunone,774881,76,577958,41
sunos,821837,78,720566,46
sunrise,704088,155,704088,155
sunspot,845137,41,845137,41
sunstudio,859867,33,792106,21
super,607186,555,789448,103
supercomputers,595596,74,595596,74
superfish,872324,47,864514,22
superglobals,742599,157,747686,132
superscript,597813,126,597813,126
supertype,937157,70,937157,70
superuser,583216,755,583216,755
supervisor,812085,244,846312,70
support,687003,183,933534,24
support-management,605989,25,605989,25
supportfeature,907788,77,907788,77
suppress,867018,55,867018,55
suppress-warnings,593996,513,951062,38
suppression,638540,317,952511,34
supybot,718551,32,718551,32
surface,574732,132,944381,25
surface-reconstruction,838761,121,838761,121
surfaceview,672325,193,672325,193
surprises,780815,231,780815,231
surrogate-key,707657,789,574107,103
surrogate-pairs,625018,249,625018,249
surveillance,670196,110,834352,78
survey,813290,810,833665,48
suse,623464,96,623464,96
suspend,586683,366,641935,147
svcutil,669661,428,906082,46
svd,872376,112,960060,36
svg,588718,623,946966,13
svk,808803,20,808803,20
svm,664694,153,664694,153
svn,566595,1090,934035,9
svn+ssh,634756,252,956536,39
svn-export,706268,82,706268,82
svn-externals,934174,37,934174,37
svn-import,706268,82,706268,82
svn-keyword-expansion,862111,75,862111,75
svn-organization,859659,83,859659,83
svn-server,880302,97,900804,74
svn-switch,925698,46,925698,46
svn-update,915971,79,915971,79
svnadmin,864113,123,805706,69
svnant,883872,13,883872,13
svnexternal,839861,77,819419,21
svnignore,816732,129,733355,82
svnimport,736856,121,736856,121
svnkit,876993,31,876993,31
svnmerge,757831,205,757831,205
svnperms,916758,26,916758,26
svnserve,838392,454,819517,47
swap,578137,304,926790,42
swapfile,593842,61,891084,39
swc,789573,296,766222,31
sweep-and-prune,580035,547,580035,547
swf,602057,1357,945311,18
swfaddress,608269,146,608269,146
swfloader,659106,219,937472,30
swfobject,695726,301,782379,22
swfupload,692184,486,900769,43
swi-prolog,914495,53,914495,53
swiftmailer,914190,84,696906,32
swig,613282,169,941626,12
swing,596429,724,913101,15
swingworker,791223,163,780906,12
swingx,819557,28,819557,28
switch,752847,1262,853277,25
switch-statement,820104,549,738172,88
switch-user,825969,19,825969,19
switching,581220,179,701353,65
swt,626131,484,893606,15
swx,564846,95,852025,40
sxs,617253,197,617253,197
sybase,577193,454,677196,10
symbian,694706,259,886069,20
symbol,667423,161,841685,27
symbol-literals,780287,146,780287,146
symbol-server,744870,311,948047,29
symbol-tables,664433,86,664433,86
symbolic,577098,270,771036,75
symbolic-link,876655,57,815472,32
symbolic-math,770064,105,881010,64
symbols,744870,311,895605,16
symfony,573538,380,930902,17
symlink,706421,202,947960,17
symmetric,611915,196,939687,36
sympath,875261,67,875261,67
sync,574682,310,892793,23
syncdb,937316,86,937316,86
syncframework,581110,272,804636,110
synchronization,567068,958,934699,10
synchronize,887346,75,950818,23
synchronized,686415,396,921582,24
synchronizing,856686,132,856686,132
synchronous,638085,619,803414,35
syncml,831162,55,831162,55
syncservices,768888,139,697903,29
syndication,654858,106,854758,29
syndication-feed,920003,88,854758,29
synergy,620216,293,834040,40
synonym,781224,163,796791,155
syntactic-sugar,748455,306,747990,120
syntax,836945,825,922714,22
syntax-checking,756022,130,879342,42
syntax-diagram,796824,86,796824,86
syntax-error,651873,395,892777,27
syntax-highlighting,619631,1132,849908,28
syntax-rules,866945,137,866945,137
syntaxhighlighting,692489,86,692489,86
synthesis,677017,83,677017,83
sys,626835,133,897792,52
sysadmin,603696,3365,913805,21
syscall,766395,105,923880,53
sysin,938760,42,938760,42
sysinternals,714205,73,714205,73
syslog,665509,164,938907,22
syste,623990,137,623990,137
system,646241,348,900535,26
system-administration,888080,324,631015,27
system-architecture,851884,175,755540,130
system-calls,663958,619,847444,51
system-configuration,939599,13,939599,13
system-date,650849,329,650849,329
system-information,872385,71,872385,71
system-interaction,777543,225,777543,225
system-monitoring,663780,70,703163,62
system-profiler,601293,59,585001,43
system-programming,851980,200,798429,173
system-properties,824019,94,759603,55
system-requirements,893329,42,893329,42
system-testing,813937,37,813937,37
system-tray,580277,870,893984,74
system-variable,805370,25,805370,25
system-verilog,724476,30,724476,30
system32,926425,52,885742,49
systemc,653384,131,960692,22
systemcolors,827364,46,827364,46
systeminformation,629180,132,831273,87
systems,653522,332,723572,37
systems-programming,800730,376,797180,93
systemtray,958817,104,820627,73
systemûaddin,583505,122,583505,122
systemûargumentexception,629955,322,629955,322
systemûcomponentmodel,601880,333,925600,42
systemûconfiguration,745384,89,786661,72
systemûdataûobjects,744489,54,744489,54
systemûdataûoledb,754948,76,754948,76
systemûdataûsqlite,670187,219,936804,32
systemûdiagnostics,628191,254,880129,66
systemûdrawing,582766,457,827372,17
systemûdrawingûcolor,780759,53,780759,53
systemûenvironment,564581,311,564581,311
systemûio,677221,877,906061,24
systemûioûfileinfo,636838,176,636838,176
systemûmessaging,719061,158,719061,158
systemûnet,625262,787,662594,114
systemûnetûmail,573259,263,821443,58
systemûnetûwebexception,893273,70,762919,62
systemûnumeric,614731,78,614731,78
systemûreflection,608332,194,906327,40
systemûsecurity,885804,29,885804,29
systemûtransactions,747890,34,747890,34
systemûwebûmail,632763,212,834890,26
systemûwebûrouting,721392,91,721392,91
systemûwindowsûforms,570274,598,898124,9
systemûxml,795543,88,795543,88
systray,579665,232,654212,91
sysûgetreference,759906,56,759906,56
sysûnetûwebserviceproxy,846578,48,846578,48
t-test,823177,471,823177,471
t3blog,718664,118,718664,118
t4,786734,215,949681,8
t9n,658245,27,658245,27
tab,708217,151,660492,24
tab-completion,675370,178,902542,29
tab-delimited,699253,249,605821,198
tab-ordering,924373,37,924373,37
tabbar,599200,470,872473,48
tabbed,895523,46,895523,46
tabbed-interface,723758,369,718546,79
tabbing,853390,52,853390,52
tabcontainer,811657,341,906490,42
tabcontrol,589802,421,927733,15
tabindex,926037,28,926037,28
tabitem,937251,56,819520,55
table,684211,953,912547,10
table-adapter,757500,125,841610,75
table-constraint,626609,171,626609,171
table-index,624255,122,624255,122
table-per-class,854389,34,854389,34
table-per-type,605473,175,605473,175
table-relationships,647193,163,647193,163
table-structure,597882,165,731147,87
table-udf,786698,63,786698,63
table-valued-functions,591191,226,772450,48
table-variable,688233,273,688233,273
tableadapter,686597,400,956367,38
tablecell-collection,576728,247,576728,247
tablecelleditor,857440,21,857440,21
tablecellrenderer,864707,65,864707,65
tablelayoutpanel,678805,389,824012,44
tableless,751624,313,787691,51
tablename,650465,146,650465,146
tableofcontents,815334,128,839457,10
tables,636712,1261,928346,23
tablesorter,718307,556,854241,30
tablet,598892,237,598892,237
tablet-pc,758782,118,781103,16
tableview,823475,156,823475,156
tableviewer,948817,31,948817,31
tabpage,831330,157,761687,70
tabpanel,700290,117,700290,117
tabs,574699,783,943583,27
tabstop,809382,127,809382,127
tabular,721696,126,853140,41
tag,698313,697,872375,19
tag-cloud,604953,291,573652,91
tag-file,900331,53,900331,53
tag-manipulation,584085,299,584085,299
tag-suggestion,665360,35,665360,35
tagcloud,736886,52,613274,50
tagging,787496,567,960743,11
taglib,654284,108,875024,20
taglist,575177,94,816113,49
tags,787496,567,938516,12
