Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
unary-operator,727516,1,738177,0
unattended,739839,-1,739839,-1
unauthorized,822262,2,615305,0
unboxing,764216,3,610253,0
unc,659013,3,570944,0
uncertainty,623660,2,623660,2
uncertainty-analysis,579006,6,579006,6
uncustomised,649991,2,649991,2
undef,576536,1,576536,1
undefined,888963,4,914081,-1
undefined-behavior,718490,4,908872,1
undefined-reference,648900,1,642066,0
undergraduate-projects,588266,2,800852,1
underground,793778,1,793778,1
underline,632450,3,633678,0
underlying,914233,8,914233,8
underscore,663350,4,663350,4
understanding,828165,1,828165,1
undo,717020,5,700863,0
undo-redo,819846,3,597792,0
undocumented,646437,1,645983,0
unexpected,823901,1,584308,0
unfocusable,716235,1,716235,1
unfuddle,751798,1,751798,1
unhandled-exception,668265,2,666017,0
unica,582989,0,582989,0
unicode,891643,178,571174,0
unicode-string,655053,3,635709,0
unidata,786413,0,786413,0
unification,788987,2,858077,1
unified-diff,845276,2,845276,2
uniform,702304,0,702304,0
uninitialized,959739,1,628410,0
uninstall,828477,2,635136,0
uninstaller,684538,3,719631,0
unintended-consequence,812495,3,812495,3
uniobjects,831019,0,831019,0
union,858035,7,650040,0
union-subclass,854389,0,854389,0
unique,750947,4,618378,0
unique-constraint,923796,2,620561,0
unique-index,675398,0,675398,0
unique-key,579710,1,609676,0
unique-values,918742,2,918742,2
uniqueidentifier,591627,3,591238,0
uniques,666528,2,666528,2
unistdûh,873214,0,873214,0
unit,883619,3,877423,0
unit-of-work,662572,1,925919,0
unit-testing,602138,47,669630,-3
unit-tests,927857,3,927857,3
united-states,809580,1,809580,1
unitofworkapplication,631316,0,631316,0
units,887435,2,887435,2
units-of-measurement,609517,6,653918,0
unittest,882399,8,813358,0
unittesting,899067,0,899067,0
unity,787001,3,618038,0
unity-framework,784609,0,784609,0
unity-game-engine,601690,2,601690,2
unity3d,762578,0,762578,0
unityframework,888479,1,888479,1
universal-identifier,699180,0,699180,0
university,644099,19,679758,-2
unix,726894,57,690887,-2
unix-linux,707981,3,933987,-1
unix-programming,588814,4,618046,0
unix-socket,893730,0,893730,0
unix-utils,741607,4,573022,0
unix2dos,650075,2,650075,2
unixodbc,826913,3,635550,0
unixtime,732034,3,732034,3
unladen-swallow,714242,15,714242,15
unload,570636,3,786431,1
unlock,693076,3,756151,0
unmanaged,623062,22,569603,0
unmanaged-c++,916507,0,916507,0
unmanagedresources,755411,2,915849,0
unminify,822119,4,822119,4
unnamed-constants,625394,1,625394,1
unobtrusive,889477,2,889477,2
unobtrusive-javascript,726485,7,633357,0
unordered-map,694572,1,848815,0
unordered-set,772192,0,772192,0
unpacking,568280,2,568280,2
unrealscript,950496,0,950496,0
unreliable-connection,654915,9,654915,9
unresolved,583206,0,795361,-1
unresolved-externals-c++,722838,2,722838,2
unresolved-token,936415,0,936415,0
unresponsive,729416,0,729416,0
unsafe,792735,11,715172,0
unserialize,575721,0,575868,-1
unshelve,633891,1,633891,1
unsigned,593730,18,621290,0
unsubscribe,853877,0,853877,0
unused,786740,4,750319,1
unzip,639962,4,762589,0
up-casting,712528,2,712528,2
upcoming,573316,8,573316,8
update,723791,8,579850,0
update-site,694951,0,694951,0
updateable,736628,0,736628,0
updatebatchsize,745993,0,745993,0
updatecheck,685930,0,685930,0
updatemodel,588000,1,714924,0
updatepanel,808916,5,564403,0
updateprogress,911059,0,911059,0
updates,772970,3,781271,-1
updating,678133,3,739319,0
updown,841293,0,841293,0
upgrade,956700,15,690857,-2
upgrade-issue,597057,0,597057,0
upgrading,664503,6,942448,0
upgrading-automation,656598,0,656598,0
uphone,844248,1,844248,1
upload,864570,9,592377,-2
uploader,873862,0,873862,0
uploading,576461,2,676174,0
uploadstring,839158,0,839158,0
upnp,799557,2,630296,0
uppercase,929079,2,952612,1
ups,619977,2,736712,0
ups-worldship,577994,0,577994,0
upsert,763577,5,597862,0
upstart,589841,3,610165,1
uptime,615664,1,615664,1
upx,791075,1,603130,0
uri,612259,4,641680,0
uri-fragment,949020,0,949020,0
url,700163,19,601772,-2
url-decode,611831,4,611831,4
url-encoding,623861,1,574920,0
url-fetch,882443,0,882443,0
url-mapping,727281,7,727281,7
url-rewriting,851140,6,573197,0
url-routing,894779,14,651740,0
url-scheme,903961,3,627916,1
url-stream-handler,861500,0,861500,0
urlconnection,719107,1,941628,-1
urldecode,945543,0,945543,0
urlencode,912811,4,575440,0
urlhelper,674458,3,723883,0
urllib,600389,3,711351,0
urllib2,811446,4,714965,-1
urlloader,603941,1,603941,1
urlmapping,779143,1,779143,1
urlmappings,631490,1,631490,1
urlrequest,702532,1,702532,1
urlrewrite,575009,2,681322,0
urlrewriter,834234,0,834234,0
urlrewriterûnet,575009,2,686030,0
urlrewritingûnet,686681,1,686681,1
urls,752790,2,747665,0
urlsûpy,676457,1,676457,1
urlvariables,898026,2,610409,-1
urn,836100,1,836100,1
usability,566299,13,912407,-2
usage,874690,5,750809,-1
usart,846206,4,846206,4
usb,778123,5,720566,-2
usb-appliance,620144,2,620144,2
usb-drive,834470,12,657740,-1
usb-mass-storage,733206,1,733206,1
usb-zip,852570,0,852570,0
usbserial,603931,0,603931,0
use,876473,6,933823,0
usecase,627871,2,627871,2
user,582040,8,564534,0
user-acceptance-testing,832403,3,832403,3
user-accounts,693725,3,733971,1
user-activties,743278,1,743278,1
user-adding,759083,0,759083,0
user-agent,654921,4,596520,0
user-centered-design,715047,0,715047,0
user-control,623350,1,746121,0
user-controls,892100,1,739943,0
user-defined,728137,0,728137,0
user-defined-aggregate,622218,0,622218,0
user-defined-functions,709601,2,586642,0
user-experience,756532,5,947468,0
user-feedback,601570,9,656524,1
user-forums,667711,2,717666,0
user-friendly,624463,0,624463,0
user-generated-content,705309,0,705309,0
user-groups,802906,4,802906,4
user-guide,624699,4,594020,3
user-identification,816372,0,816372,0
user-input,638494,10,581646,0
user-interaction,569327,3,709070,1
user-interface,701596,13,567431,-2
user-management,923355,2,686185,0
user-manual,633257,1,633257,1
user-object,637355,0,637355,0
user-presence,893973,0,893973,0
user-registration,664937,1,664937,1
user-settings,621265,2,746763,0
user-stories,927178,3,958726,1
user-tracking,919450,4,632683,1
user-variables,599832,0,599832,0
user32,842539,3,792130,0
useraccount,637460,1,609553,0
userassist,739839,-1,739839,-1
usercontrol,751325,3,587658,0
usercontrols,577325,6,653120,-1
usercreation,934156,1,934156,1
userdata,602826,2,602826,2
userform,566770,2,566770,2
userforms,563972,0,563972,0
usergroups,955899,1,748932,0
userid,696823,2,696823,2
userinstance,728962,2,643044,0
userinterface,685500,0,685500,0
usermanagement,870325,2,870325,2
username,842059,4,579850,0
users,718582,3,567870,0
userscripts,907486,1,907486,1
userset,875607,1,875607,1
usersettings,729959,1,729959,1
usertype,856421,3,856421,3
userusers,875939,1,875939,1
userûconfig,868653,0,868653,0
uses-clause,881778,5,881778,5
using,629667,11,752829,-7
using-declarative,592744,0,592744,0
using-directives,651055,4,652395,0
using-statement,752581,9,588396,0
usps,566258,0,566258,0
usrlocal,925965,1,925965,1
utc,915693,3,591064,0
utf-16,646974,5,706754,0
utf-7,569549,1,569549,1
utf-8,627661,6,834316,-4
utf-8-without-bom,661717,3,661717,3
utilities,666719,23,821749,-1
utility,578479,10,752733,0
utilization,955911,5,802298,-2
uuid,910619,4,565475,0
uva,929975,0,929975,0
ux,893625,62,723968,0
uxtheme,700479,0,700479,0
v-database,714992,1,714992,1
v-instance,714992,1,714992,1
v8,706908,0,706908,0
vab,601557,1,601557,1
vads,772852,0,772852,0
vague,819400,1,682562,-3
vala,652738,4,656669,2
valgrind,796600,4,607713,0
valid,647956,1,824157,0
valid-html,934467,1,934467,1
valid-xhtml,746531,3,769946,0
validate,941270,3,564610,0
validating,662181,0,662181,0
validation,671809,8,654442,-8
validation-controls,867855,0,867855,0
validationrules,791172,0,791172,0
validations,847753,0,847753,0
validationsummary,811734,1,628628,0
validator,715251,15,579843,0
validators,755547,8,569974,0
value,833489,3,790029,-1
value-objects,598832,4,635594,0
value-type,636932,8,636954,0
valuechangelistener,676743,0,676743,0
valueconverter,950024,1,652304,0
values,810797,5,590375,0
valuetypes,868411,5,868411,5
var,856780,2,778564,0
var-dump,603987,0,603987,0
var-keyword,902563,4,902563,4
varargs,951388,6,825844,0
varbinary,738121,2,604015,0
varchar,564755,5,614423,0
varchar2,692202,1,692202,1
variable,729803,4,671088,-3
variable-arithmetic,867727,2,867727,2
variable-assignment,941626,0,941626,0
variable-expansion,666757,2,666757,2
variable-initialization,755282,0,755282,0
variable-length,688471,4,688471,4
variable-names,871841,1,871841,1
variable-naming,936943,1,936943,1
variable-protection,850586,1,850586,1
variable-records,835417,0,835417,0
variable-scope,622944,6,717823,0
variable-variables,936875,1,936875,1
variables,610956,22,777431,-6
variadic,679979,3,716736,2
variadic-functions,695982,2,664625,0
variance,844541,0,844541,0
variant,952417,2,618204,-4
vault,583331,2,851203,1
vb,883504,6,909674,-4
vb2005,913630,0,913630,0
vb6,664370,12,897124,-1
vb6-conversion,718780,4,592893,2
vb6-migration,718780,4,589503,0
vb9,884476,0,884476,0
vba,706468,6,709943,-1
vbnet,576708,3,576708,3
vbs,797239,2,716571,0
vbscript,714633,9,824599,-1
vbulletin,593081,2,625236,0
vbûnet,668188,28,686615,-4
vbûnet+sql,677947,0,677947,0
vbûnet-to-c#,840691,2,840691,2
vc,643738,0,643738,0
vc++,756984,7,772166,-4
vc6,688325,10,585463,0
vc8,874719,0,874719,0
vc9,754865,3,754865,3
vcal,721565,1,754975,0
vcalendar,798016,2,754975,0
vcard,672704,1,672704,1
vcbuild,762539,1,589577,0
vcdiff,805626,2,805626,2
vcl,902738,5,565721,0
vcl4php,801090,1,801090,1
vcproj,846180,1,846180,1
vcs,835924,16,662593,0
vdatabase,714992,1,714992,1
vdf,851144,2,810410,0
vdproj,779604,1,779604,1
vector,571394,16,587637,-1
vector-graphics,881117,3,577888,0
vectorization,831721,3,863113,2
vectormath,845480,3,845480,3
vectors,758118,4,677491,-2
velocity,610062,3,656678,-1
vendor-branch,769786,4,582015,3
vendors,780835,0,828723,-1
venn,901447,0,901447,0
venn-diagram,901447,0,901447,0
verbosity,766629,5,765953,1
verification,678412,2,724476,0
verify,885728,2,622147,1
verifyerror,668788,1,668788,1
verilog,649039,3,628603,0
verity,592451,2,592451,2
versant-object-database,925012,0,925012,0
version,615227,25,595791,0
version-control,940464,10,697078,-2
version-detection,750801,7,633463,1
version-number,770364,7,670710,0
versioning,926808,14,629206,0
versions,628800,2,947689,1
versions-osx,839940,0,839940,0
versus,627614,6,820553,1
vertex-buffer,618829,1,624320,0
vertial,664012,0,664012,0
vertical,732139,4,712763,0
vertical-alignment,732139,4,811968,0
vertical-sync,589064,3,589064,3
verticalscroll,757408,0,757408,0
vertices,612862,4,612862,4
vertigo,672203,1,672203,1
vfp,677917,1,730759,0
vga,767112,1,882023,0
vhdl,632422,2,597617,0
vhosts,947960,0,947960,0
vi,726894,57,660492,0
video,923486,30,693374,-2
video-capture,613545,2,625399,0
video-capturing,688165,0,688165,0
video-embedding,838878,0,838878,0
video-encoding,817524,0,817524,0
video-game-consoles,722908,2,722908,2
video-games,818389,3,722908,2
video-on-demand,584147,3,584147,3
video-processing,619061,1,765808,0
video-tutorials,636183,5,796448,1
video4linux,688165,0,688165,0
videos,581381,4,767155,0
videostreaming,608480,6,716313,-5
viemu,719735,4,823447,1
view,644577,2,846141,-3
view-component,810187,2,810187,2
view-count,943967,2,943967,2
view-engine,853097,2,796835,0
view-source,855585,1,610539,0
viewbox,941350,1,702194,0
viewdata,612564,5,610844,0
viewdidload,824695,2,803843,0
viewengine,649768,3,608430,0
viewer,802409,1,767674,0
viewmodel,768236,4,666784,0
viewpage,847461,0,847461,0
viewport,661041,4,762394,0
viewport3d,709368,0,709368,0
views,663187,4,800272,-2
viewstack,870622,1,894141,0
viewstate,576990,6,570568,0
viewsvn,626203,0,626203,0
viewusercontrol,670317,2,714939,0
vim,726894,57,566656,0
vim-python,648638,2,648638,2
vim-script,917662,0,917662,0
vimdiff,859383,12,621805,0
vimeo,672119,1,840765,0
vimperator,830660,5,639547,1
vimrc,774560,5,676675,0
vimscript,845068,1,917662,0
vine,809553,0,809553,0
vinstance,714992,1,714992,1
virtex,697477,2,697477,2
virtex4,697477,2,697477,2
virtual,669818,6,573032,0
virtual-address-space,894663,1,894663,1
virtual-com-port,775560,2,775560,2
virtual-directories,569797,0,569797,0
virtual-directory,669129,1,669129,1
virtual-drive,594450,6,594450,6
virtual-earth,689705,2,606672,0
virtual-functions,667634,10,679293,0
virtual-inheritance,609955,1,609955,1
virtual-library-interface,662875,3,662875,3
virtual-list,644612,1,644612,1
virtual-machine,928136,10,770910,0
virtual-machines,650050,6,763406,0
virtual-memory,779964,7,831494,1
virtual-method,631136,0,631136,0
virtual-path,888147,1,888147,1
virtual-pc,643812,0,643812,0
virtual-pc-2007,744149,0,744149,0
virtual-tables,946555,1,946555,1
virtual-user,790291,2,790291,2
virtualalloc,874824,1,874824,1
virtualbox,779723,9,607632,0
virtualdirectory,713025,1,774831,0
virtualenv,670191,1,864956,0
virtualhost,668150,1,603753,0
virtualization,613968,12,821652,-2
virtualpathprovider,679700,1,679700,1
virtualpc,779723,9,573032,0
virtualserver,731286,3,731286,3
virtualstore,581955,0,581955,0
virtualtreeview,929600,2,687438,0
virualdirectory,579526,0,579526,0
virus,653396,4,773701,-2
visibility,704758,3,679575,0
visible,646527,2,590099,0
visio,881117,3,636074,0
vision,650472,1,888383,0
visited,569268,2,736639,0
visitor,669049,2,611538,1
visitor-pattern,672141,2,731059,0
visitors,844879,3,844879,3
vista,574218,8,654456,-1
vista-gadget,597453,2,908977,0
vista-security,698245,0,698245,0
vista-sidebar,597453,2,732008,0
vista64,597453,2,661223,0
vistadb,572833,2,921438,0
visual,959598,1,959598,1
visual+studio,820795,1,820795,1
visual-analytics,707432,0,707432,0
visual-basic,664370,12,567743,0
visual-diff,890683,1,823898,0
visual-inheritance,673319,0,673319,0
visual-mode,805249,3,805249,3
visual-programming,819135,0,819135,0
visual-source-safe,897885,0,897885,0
visual-studio-express,818687,0,818687,0
visual-tree,705853,4,705853,4
visualassist,918316,3,918316,3
visualbrush,656179,0,656179,0
visualc#,743012,1,743012,1
visualc++,688325,10,857683,-3
visualdesigner,702194,0,702194,0
visualdeveloper,789154,1,789154,1
visualisation,572593,6,782706,1
visualization,701439,9,814721,-1
visualize,949402,0,949402,0
visualizers,757287,0,757287,0
visualj#,593161,0,593161,0
visualmode,799899,2,799899,2
visualsourcesafe,960348,7,783738,0
visualstatemanager,595223,0,595223,0
visualstud,758224,1,758224,1
visualstudio,753871,87,799223,-4
visualstudio-2010-beta1,925095,0,925095,0
visualstudio-addins,957410,3,601860,0
visualstudio-designer,729276,1,729276,1
visualstudio-project,581929,1,578901,0
visualstudio-templates,789095,1,789095,1
visualstudio2003,830408,4,583627,0
visualstudio2005,596142,5,785304,-2
visualstudio2008,690033,20,772166,-4
visualstudio2008express,795993,3,623472,0
visualstudio2008sp1,578469,1,573040,0
visualstudio2010,879913,8,894670,-1
visualstudio2010beta1,960954,1,899330,0
visualstudiodatabaseedit,936902,0,936902,0
visualstudioexpress,758126,2,723860,0
visualstyles,569289,2,567795,1
visualsvn,955352,5,585135,0
visualsvn-server,870301,4,672736,0
visualtreehelper,719218,0,719218,0
visualvm,875253,0,875253,0
visualwebdeveloper,731598,1,631563,0
visualwebdeveloperexpress,765429,0,765429,0
visualworks,670727,5,670727,5
viterbi,770613,2,770613,2
vlc,584147,3,707594,0
vlc-media-player,584147,3,584147,3
vldb,859175,0,859175,0
vlookup,707721,1,707721,1
vm,806154,5,590753,1
vm-additions,643812,0,643812,0
vml,654112,2,640794,0
vmmv,908355,0,908355,0
vms,685836,2,916827,0
vmt,760513,4,760513,4
vmware,779723,9,664488,-1
vmware-server,658322,1,656060,-1
vmware-tools,789467,2,898141,1
vmware-workstation,903253,1,903253,1
vmx,823987,0,823987,0
vnc,638042,1,645566,0
vocabulary,575089,1,575089,1
voice,590053,1,640255,0
voice-recording,571978,1,901928,0
voicemail,615532,0,615532,0
void,676663,20,696809,-6
void-pointers,941832,6,913505,0
voip,728512,1,730396,0
volatile,655027,5,591338,0
voldemort,600851,2,600851,2
volume,776664,4,572606,0
von-neumann,764414,1,764414,1
voronoi,838265,1,838265,1
voting,755319,11,772960,0
votive,910345,-1,910345,-1
vpc,612764,1,643812,0
vpim,710049,0,710049,0
vpn,565734,3,696429,-1
vps,730138,4,787383,0
vql,925012,0,925012,0
vrdp,780437,0,780437,0
vrmlo,596666,2,596666,2
vs,899808,0,899808,0
vs-devserver,607562,3,586900,0
vs-macros,614096,3,822955,0
vs-templates,707082,0,707082,0
vs-version-info,697590,0,697590,0
vs08,863620,1,657251,-1
vs2005,934875,3,878025,0
vs2008,857489,6,921864,-1
vs2008-express,847042,2,862126,0
vsdb,759260,0,759260,0
vshost32,735621,0,735621,0
vsi,789678,0,789678,0
vsinstaller,830072,1,830072,1
vss,690766,9,587215,0
vss2005,811999,1,710786,0
vssdk,602610,0,602610,0
vssettings,765666,1,789678,0
vst,702842,1,671636,0
vstesthost,927064,0,927064,0
vsto,666890,2,613710,0
vsts,707444,6,616488,0
vsts2008,624213,1,583206,0
vsview,853229,2,853229,2
vsx,832578,2,779132,0
vsync,589064,3,589064,3
vsûnet,602429,4,804418,-1
vtable,580985,2,657209,0
vtk,942657,0,942657,0
vtune,824160,1,824160,1
vulnerabilities,849077,4,725367,0
vulnerability,782785,0,782785,0
vw34,888383,0,888383,0
vwdexpress,666941,6,594758,0
vxml,640255,0,640255,0
vxworks,679490,0,679490,0
w2k3,738607,1,738607,1
w32,748547,1,748547,1
w3c,718091,6,760493,0
w3c-validation,583409,3,924284,0
w3m,764624,0,764624,0
w3wp,658749,2,603239,-1
wacom,752121,2,752121,2
wadl,721465,1,721465,1
waf,737383,0,737383,0
wait,937713,6,624306,0
wait-page,886398,1,886398,1
wait-time,622892,4,622892,4
waitformultipleobjects,772023,0,772023,0
waithandle,946746,0,946746,0
waitpid,907867,2,759366,1
wake-on-lan,775006,1,861873,0
wall,701387,2,691425,0
wallpaper,805041,2,932336,1
wamp,752337,4,573808,0
wampserver,834978,0,834978,0
wan,915922,3,752490,2
wap,614107,2,716072,0
war,582248,4,607232,0
war-stories,741581,52,765151,-3
warehouse,774835,0,774835,0
warning,582040,8,733463,0
warning-as-error,760071,0,760071,0
warnings,777261,6,610586,0
was,586294,2,689090,0
watch,835757,2,582166,1
watchdog,661864,4,755847,1
waterfall,899171,5,934813,0
watermark,578193,3,782959,0
watin,687825,2,955056,-3
watir,606550,5,602069,0
wav,870426,4,577724,0
wave,932415,8,928733,1
wave-analysis,947362,1,947362,1
waveform,896194,3,593463,1
wavefront,757145,0,757145,0
waveout,810405,0,810405,0
way,671383,2,671383,2
wbc,893616,1,893616,1
wcag,606678,2,831243,0
wcf,573872,7,763988,-1
wcf-authentication,806007,1,806007,1
wcf-binding,604680,3,609743,0
wcf-client,573872,7,610902,0
wcf-custom-binding,829301,1,829301,1
wcf-encryption,855483,0,855483,0
